,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
466,PM5924418,0859_0839,645 H Street,2017,In Compliance,645 H ST NE,U S REIF 645 H STREET WASHINGTON DC LLC,6.0,WASHINGTON,DC,20002.0,1987,Office,Office,77521.0,88886.0,94,49.1,49.3,148.7,147.3,470.8,5.3,1146.8,1211232.4,2327.118734,38.89998223,-76.99645586
467,PM4014135,0127_0048,Intrepid Eye Street,2017,In Compliance,1720 I ST NW,ROBERT ARTHUR,2.0,WASHINGTON,DC,20006.0,1967,Office,Office,72545.0,72545.0,81,54.8,56.2,148.8,148.2,394.2,5.4,1136.6,928169.6,8077.250012,38.90103339,-77.04047444
471,PM1378102,0405_0026,799 9th street,2017,In Compliance,0799 9TH ST NW,BOP 799 9TH LLC,2.0,WASHINGTON,DC,20001.0,2001,Office,Office,215686.0,210645.0,86,47.5,47.5,149.1,149.1,1109.6,5.3,3574.4,2931524.2,,38.89964905,-77.02329350000001
472,PM1427108,0327_0841,Potomac Center South,2017,In Compliance,550 12TH ST SW,POTOMAC CENTER CF LLC,6.0,WASHINGTON,DC,20024.0,2002,Office,Office,539713.0,443078.0,90,47.5,47.5,149.1,149.1,2334.3,5.3,4040.4,6167171.3,,38.88326689,-77.02751086
473,PM1257639,0164_0035,Blake Building,2017,In Compliance,1025 CONNECTICUT AV NW,BLAKE DEVELOPMENT COMPANY,2.0,WASHINGTON,DC,20036.0,1967,Office,Office,466690.0,353236.0,90,55.7,58.4,149.2,152.7,1931.9,5.5,5314.1,4491512.4,43650.182810000006,38.90359373,-77.03933901
474,PM3048393,0220_0065,1444 I Street NW,2017,In Compliance,1444 I ST NW,LIVE OAK REALTY INC,2.0,WASHINGTON,DC,20005.0,1983,Office,Office,81608.0,74756.0,72,53.4,55.7,149.2,152.9,404.6,5.4,1589.2,976568.0,6592.618424,38.90102752,-77.03274929
477,PM1071004,0218_0079,1400 K Street,2017,In Compliance,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,2.0,WASHINGTON,DC,20005.0,1982,Office,Office,292090.0,212651.0,93,48.6,48.7,149.4,149.4,1127.6,5.3,2467.2,2931495.8,3404.9839770000003,38.90218344,-77.03228197
478,PM1421555,0157_0850,Bernstein Offit Building,2017,In Compliance,1717 MASSACHUSETTS AV NW,THE JOHN HOPKINS UNIVERSITY,2.0,WASHINGTON,DC,20036.0,1963,Office,Office,147542.0,122460.0,88,67.6,71.8,149.4,151.8,705.5,5.8,1440.2,1346283.7,36893.03957,38.90872163,-77.03950985
480,PM3353559,1299_1026,"JBG/2121 Wisconsin, L.L.C.",2017,In Compliance,2121 WISCONSIN AVE NW,JBG 2121 WISCONSIN LLC,3.0,WASHINGTON,DC,20007.0,1961,Office,Office,124930.0,122884.0,80,53.0,54.2,149.7,150.4,665.8,5.4,1107.0,1620971.7,9843.999808,38.91854598,-77.06970016
481,PM3353558,1299_1027,"JBG/2115 Wisconsin, L.L.C.",2017,In Compliance,2115 WISCONSIN AVE NW,JBG 2115 WISCONSIN LLC,3.0,WASHINGTON,DC,20007.0,1987,Office,Office,397633.0,208052.0,89,47.7,48.1,149.8,151.1,1100.9,5.3,1972.0,2908703.6,,38.91873543,-77.06908193
482,PM3957505,1025_0811,Maritime Plaza-1,2017,Data Under Review by DOEE,1201 M ST SE,WASHINGTON GAS LIGHT CO,6.0,WASHINGTON,DC,20003.0,2000,Office,Office,207338.0,207338.0,92,55.3,56.4,149.9,149.1,1135.4,5.5,792.4,2669999.7,23506.95161,38.87613896,-76.98934998
485,PM3306993,1191_0072,1025 Thomas Jefferson Street,2017,In Compliance,1025 THOMAS JEFFERSON ST NW,1025 THOMAS JEFFERSON INC,2.0,WASHINGTON,DC,20007.0,1984,Office,Office,451939.0,365917.0,92,47.9,47.9,150.5,150.5,1945.8,5.3,4360.6,5140818.2,,38.90333924,-77.05929918
486,PM2729439,0127_0055,800 17TH ST,2017,In Compliance,800 17TH ST NW,T C 800 17TH STREET NW OWNER LLC,2.0,WASHINGTON,DC,20006.0,2010,Office,Office,431570.0,390731.0,84,48.0,48.0,150.6,150.6,2078.4,5.3,5828.8,5491232.3,,38.90077894,-77.03974474
491,PM3551424,0072_0075,02273 - 2100 M Street NW,2017,In Compliance,2100 M ST NW,LIBERTY 2100 M STREET LP,2.0,WASHINGTON,DC,20037.0,1969,Office,Office,376487.0,286773.0,78,48.9,50.4,150.9,155.7,1534.3,5.4,4975.8,4004412.5,3515.065789,38.90487202,-77.0470064
492,PM1184444,0494_0032,400 Virginia Avenue,2017,In Compliance,0400 VIRGINIA AV SW,400 VIRGINIA AVENUE LLC,6.0,WASHINGTON,DC,20024.0,1984,Office,Office,304209.0,252289.0,88,48.1,48.9,151.0,153.5,1346.3,5.3,3091.5,3556858.1,,38.88424946,-77.01816764
493,PM1707265,0127_0053,01270053_1776 I St NW,2017,In Compliance,1776 I ST NW,1776 EYE SPE LLC,2.0,WASHINGTON,DC,20006.0,1988,Office,Office,293324.0,248690.0,89,48.1,48.1,151.1,151.1,1327.9,5.3,4967.6,3508475.9,,38.90109821,-77.04136516
494,PM1268754,0318_0032,1100 New York Avenue,2017,Incomplete Report,1110 NEW YORK AV NW,AZ JH REIT DC LP,2.0,WASHINGTON,DC,20005.0,1991,Office,Office,563484.0,580706.0,92,48.4,48.8,151.4,152.7,3108.5,5.4,10726.2,8190161.9,1614.6208880000001,38.90067675,-77.027446
495,PM1205203,0184_0071,"1667 K Street, NW",2017,In Compliance,1667 K ST NW Unit: 900,JAMES CAMPBELL COMPANY LLC,2.0,WASHINGTON,DC,20036.0,1983,Office,Office,257466.0,214759.0,85,48.3,49.2,151.8,154.4,1151.8,5.4,2601.6,3043123.6,,38.90325523,-77.03818170000001
496,PM3858497,0117_0023,1146 19th Street,2017,In Compliance,1146 19TH ST NW,1146 19TH LLC,2.0,WASHINGTON,DC,20036.0,1986,Office,Office,61506.0,57523.0,82,48.4,48.2,151.8,151.4,308.6,5.4,1559.9,815268.9,,38.90512827,-77.04384358
497,PM1544020,0406_0026,505 9th Street,2017,Data Under Review by DOEE,505 9TH ST NW,500 8TH STREET PR LLC,2.0,WASHINGTON,DC,20004.0,2007,Office,Office,302601.0,347262.0,71,54.3,54.9,152.0,153.6,1910.5,5.5,9073.1,5524255.9,5.7199506,38.89653301,-77.02325138
498,PM1257644,0142_0825,Northwestern Building,2017,In Compliance,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,2.0,WASHINGTON,DC,20006.0,1965,Office,Office,813848.0,737365.0,88,57.2,59.8,152.2,156.2,4119.7,5.6,10709.1,9518195.6,97346.28442000001,38.89815735,-77.04194505
499,PM4008037,0163_0056,1717 K St NW,2017,In Compliance,1000 CONNECTICUT AV,CONNECTICUT & K ASSOCIATES LLC,2.0,WASHINGTON,DC,20036.0,2012,Office,Office,430428.0,406131.0,90,48.5,48.5,152.3,152.3,2185.5,5.4,3855.8,5774040.0,,38.903017299999995,-77.03986805
502,PM1606450,PAR01330131,USCCB,2017,Data Under Review by DOEE,3211 4TH ST NE,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,5.0,WASHINGTON,DC,20017.0,1989,Office,Office,169000.0,194131.0,93,62.3,64.8,152.8,154.4,1111.3,5.7,4576.8,2378786.3,39707.106,38.92980185,-76.99947523
503,PM2962687,0162_0101,1133 Connecticut Ave,2017,In Compliance,1133 CONNECTICUT AVE NW,CONNECTICUT / DESALES LLC,2.0,WASHINGTON,DC,20036.0,1988,Office,Office,236563.0,190957.2,82,48.7,48.7,152.8,152.8,1030.9,5.4,2166.5,2723579.8,,38.90498472,-77.04024599
505,PM1852852,0625_0060,One Mass Ave,2017,In Compliance,1 MASSACHUSETTS AVE NW,NATIONAL GUARD ASSOCIATION OF THE UNITED STATES INC,6.0,WASHINGTON,DC,20001.0,1990,Office,Office,335283.0,195276.0,90,48.7,48.7,152.9,152.9,1055.0,5.4,2969.4,2787252.5,,38.89812581,-77.00956144
507,PM1424750,0626_0079,601 New Jersey Avenue,2017,Data Under Review by DOEE,601 NEW JERSEY AVE NW,601 NEW JERSEY AVE LLC,6.0,WASHINGTON,DC,20001.0,2002,Office,Office,278640.0,272238.9,77,48.7,48.7,153.1,153.1,1472.2,5.4,3334.1,3889493.6,,38.89786015,-77.01153543
508,PM4023596,0183_0847,American Federation  of State County && Municiple Employees,2017,In Compliance,1625 L ST NW,AFSCME BUILDING CORPORATION,2.0,WASHINGTON,DC,20036.0,1955,Office,Office,75033.0,75033.0,84,56.9,58.1,153.4,154.1,421.3,5.6,1010.0,985138.1,9109.947144,38.9040539,-77.03776733
509,PM1345607,0622_0089,CBRE 800 N CAPITOL,2017,In Compliance,800 NORTH CAPITOL ST NW,WEH CAPTIOL LLC,6.0,WASHINGTON,DC,20002.0,1991,Office,Office,417455.0,336820.0,88,48.9,48.9,153.6,153.4,2538.8,7.5,10844.3,4830496.4,,38.9005122,-77.00973054
511,PM6276323,1025_0811,1201 M Street,2017,Data Under Review by DOEE,1201 M ST SE,WASHINGTON GAS LIGHT CO,6.0,WASHINGTON,DC,20003.0,2000,Office,Office,207338.0,202273.0,95,56.9,58.1,153.9,153.2,1138.1,5.6,805.3,2669999.7,24015.10054,38.87613896,-76.98934998
513,PM1447242,0677_0145,10 G,2017,In Compliance,10 G ST NE,APA TEN G LLC,6.0,WASHINGTON,DC,20002.0,1997,Office,Office,274960.0,280169.0,95,49.1,49.1,154.1,154.1,1525.1,5.4,5275.2,4029487.2,,38.8990745,-77.00813670000001
518,PM3500320,0628_0901,20 F Street,2017,In Compliance,20 F ST NW,AMERICAN COLLEGE OF SURGEONS,6.0,WASHINGTON,DC,20001.0,2010,Office,Office,173460.0,178148.0,86,49.3,50.2,154.8,157.6,974.1,5.5,2407.6,2573688.9,,38.89705702,-77.00997618
519,PM2275407,1299_1006,Georgetown Plaza,2017,Data Under Review by DOEE,2233 WISCONSIN AV NW,FRANK H HENNEBURG,3.0,WASHINGTON,DC,20007.0,1964,Office,Office,219496.0,123068.0,85,57.0,58.6,154.9,155.4,696.0,5.7,2694.7,1640750.9,14111.496159999999,38.91994847,-77.07077822
522,PM1997814,0115_0084,1300 19th St NW,2017,In Compliance,1300 19TH ST NW,N19 ASSOCIATES LLC,2.0,WASHINGTON,DC,20036.0,1978,Office,Office,132359.0,133338.0,91,49.5,51.1,155.5,160.4,732.3,5.5,1438.4,1934795.5,,38.90746661,-77.04397876
525,PM2364583,0139_0074,1818 N St,2017,In Compliance,1818 N ST NW,LENKIN-N LP,2.0,WASHINGTON,DC,20036.0,1983,Office,Office,101988.0,108209.0,86,49.6,49.6,155.7,155.7,595.3,5.5,1274.8,1572897.3,,38.90712733,-77.04274445
527,PM1409873,0184_0849,Kita Washington Center,2017,In Compliance,1660 L ST NW,KITA WASHINGTON CENTER LLC,2.0,WASHINGTON,DC,20036.0,1968,Office,Office,207740.0,134672.0,93,62.9,65.8,155.8,157.5,784.0,5.8,3276.9,1695384.3,26799.773559999998,38.90347933,-77.03808004
528,PM2558899,0157_0866,Carnegie Endowment for International Peace,2017,In Compliance,1779 MASSACHUSETTS AV NW,CARNEGIE ENDOWMENT FOR INTL PEACE,2.0,WASHINGTON,DC,20036.0,1997,Office,Office,89323.0,89223.0,83,49.7,49.7,155.9,155.9,491.5,5.5,555.0,1298510.7,,38.90930125,-77.04100052
529,PM3048100,0537_0813,Patriots Plaza III - 2262 (EPL),2017,In Compliance,355 E ST SW,RIGGS BANK N.A. TRUSTEE,6.0,WASHINGTON,DC,20024.0,2003,Office,Office,572413.0,414177.0,91,49.7,50.3,156.0,157.9,2282.8,5.5,3857.9,6031322.8,,38.8836031,-77.01636372
533,PM1765382,0216_0800,1000 Vermont Avenue SPE LLC,2017,In Compliance,1000 VERMONT AV NW,1000 VERMONT AVENUE SPE LLC,2.0,WASHINGTON,DC,20005.0,1950,Office,Office,103407.0,89609.0,84,50.1,50.1,157.3,157.3,498.0,5.6,1175.5,1315760.7,,38.90296273,-77.0338974
535,PM3956966,1025_0812,Maritime Plaza-2,2017,Data Under Review by DOEE,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6.0,WASHINGTON,DC,20003.0,2002,Office,Office,145117.0,158913.0,86,57.7,58.9,157.3,156.5,912.4,5.7,1499.1,2154262.8,18268.12772,38.87525385,-76.98994638
538,PM3354050,0164_0003,1001 Connecticut Avenue,2017,In Compliance,1001 CONNECTICUT AV NW,1001 CONNECTICUT AVENUE LLC,2.0,WASHINGTON,DC,20036.0,1953,Office,Office,171080.0,142750.0,87,64.1,63.5,157.8,155.6,888.6,6.2,3392.1,1821383.7,9081.73834,38.90300964,-77.03906355
539,PM1389067,0254_0839,National Place,2017,In Compliance,1331  NW,NATIONAL PLACE LAND COMPANY LLC,2.0,WASHINGTON,DC,20004.0,1983,Office,Office,1544024.0,594315.0,91,50.4,50.8,158.2,159.7,3321.7,5.6,8821.8,8775960.3,,38.89715861,-77.03005325
540,PM1407276,0290_0044,1299 Pennsylvania Ave NW,2017,In Compliance,0501 13TH ST NW,WARNER INVESTMENTS LP,2.0,WASHINGTON,DC,20221.0,1991,Office,Office,641215.0,769685.0,86,50.4,50.4,158.2,158.2,4302.3,5.6,12788.0,11366819.2,,38.89649317,-77.02826612
542,PM1334631,0675_0841,One Union Center,2017,In Compliance,0810 1ST ST NE,DC FIRST STREET CORPORATION,6.0,WASHINGTON,DC,20002.0,1987,Office,Office,202576.0,232126.0,87,50.5,50.5,158.4,158.4,1299.1,5.6,6028.5,3432240.6,,38.90061293,-77.00702797
543,PM6276325,1025_0812,1220 12th Street SE,2017,Data Under Review by DOEE,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6.0,WASHINGTON,DC,20003.0,2002,Office,Office,145117.0,158053.0,94,58.3,59.5,158.4,157.9,914.4,5.8,1849.2,2154262.8,18646.00198,38.87525385,-76.98994638
546,PM1347061,0387_0868,950 L'Enfant Plaza,2017,In Compliance,0450 10TH ST SW,L'ENFANT COLONY LLC,6.0,WASHINGTON,DC,20024.0,1967,Office,Office,276288.0,314276.0,88,62.0,64.8,158.8,160.2,1849.7,5.9,4083.0,4131446.4,53832.799589999995,38.883385499999996,-77.02428922
547,PM1497374,0197_0079,"1156 Fifteenth, LLC",2017,In Compliance,1156 15TH ST NW,1156 FIFTEENTH LLC,2.0,WASHINGTON,DC,20005.0,1968,Office,Office,260598.0,177404.0,87,63.8,65.8,158.8,158.9,1122.3,6.3,6276.1,2299811.5,2929.681552,38.90539132,-77.03479492
548,PM1597342,0126_0058,1750 K Street NW,2017,In Compliance,1750 K ST NW,MAPS 1750 K LLC,2.0,WASHINGTON,DC,20006.0,1970,Office,Office,214618.0,180086.0,87,50.6,51.5,158.8,161.7,1010.2,5.6,396.1,2668893.9,,38.90214068,-77.04077861
550,PM3499503,0158_0078,1776 Mass Ave,2017,In Compliance,1776 MASSACHUSETTS AVE NW,1776 MASS AVE RE LLC,2.0,WASHINGTON,DC,20036.0,1970,Office,Office,115510.0,96447.0,90,50.7,51.6,159.2,162.0,542.5,5.6,1448.0,1433363.6,,38.90845559,-77.04115025
551,PM4051768,0571_0055,440 First St NW,2017,Data Under Review by DOEE,440 1ST ST NW,FP 440 1ST STREET LLC,6.0,WASHINGTON,DC,20001.0,1982,Office,Office,141930.0,138711.0,80,52.1,52.5,159.3,159.7,785.2,5.7,1671.1,2034309.6,2721.293482,38.89545473,-77.01247706
552,PM3983712,0127_0851,The Brawner Building,2017,In Compliance,0888 17TH ST NW,JOHN W BRAWNER TRUSTEE,2.0,WASHINGTON,DC,20006.0,1964,Office,Office,132548.0,117042.0,85,68.8,73.4,159.5,162.8,710.2,6.1,2175957.8,1433542.8,31555.396289999997,38.90109849,-77.03977287
554,PM6768,0126_0057,1776 K Street NW,2017,Data Under Review by DOEE,1776 K ST NW,1776 K STREET ASSOCIATES & RIDDELL PARTNERS,2.0,WASHINGTON,DC,20006.0,1969,Office,Office,256839.0,213067.0,83,63.4,65.8,160.3,161.4,1306.0,6.1,4633.8,2801509.4,39478.01343,38.90218881,-77.04123807
555,PM3509604,0157_0864,Brookings Institution,2017,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2.0,WASHINGTON,DC,20036.0,1959,Office,Office,173315.0,112278.0,81,69.8,74.0,160.5,162.6,687.2,6.1,2303.3,1373633.7,31492.734080000002,38.90913211,-77.04064606
556,PM1486998,0284_0042,1220 L Street,2017,In Compliance,1220 L ST NW,13TH AND L ASSOCIATES,2.0,WASHINGTON,DC,20005.0,1982,Office,Office,369164.0,321980.0,86,51.2,51.2,160.7,160.7,1827.5,5.7,3904.8,4828201.3,,38.90338921,-77.02914636
557,PM3965373,0217_0025,1012- 14th St Continental Building,2017,In Compliance,1012 14TH ST NW,CONTINENTIAL BUILDING LP,2.0,WASHINGTON,DC,20005.0,1954,Office,Office,99360.0,80488.0,85,65.0,67.2,160.9,161.6,484.3,6.0,1202.6,1046066.7,16628.7324,38.9032026,-77.03239727
558,PM1349227,0181_0873,Resources for the Future Inc./Resources and Conservation Center LLC,2017,In Compliance,1400 16TH ST NW,C M LAND LLC,2.0,WASHINGTON,DC,20036.0,1959,Office,Office,278656.0,273886.0,89,51.3,51.3,161.0,161.0,1557.9,5.7,3277.7,4115943.3,,38.90907529,-77.03707464
559,PM2482515,0711_0809,Two Constitution Square,2017,In Compliance,145 N ST NE,TWO CON LLC,6.0,WASHINGTON,DC,20002.0,2010,Office,Office,589000.0,623532.0,90,51.3,51.8,161.1,162.7,3548.6,5.7,7397.5,9375463.2,,38.90689827,-77.00457792
562,PM2308771,0107_0062,1825 K Street,2017,In Compliance,1825 K ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION INC AND AMBASSADOR INC,2.0,WASHINGTON,DC,20006.0,1966,Office,Office,308836.0,254527.0,83,63.2,66.1,161.6,163.5,1525.2,6.0,4633.7,3401620.3,44760.48788,38.9028695,-77.04243628
564,PM1556347,0116_0074,1220 19th Street,2017,In Compliance,1220 19TH ST NW,WRIT LP,2.0,WASHINGTON,DC,20036.0,1975,Office,Office,110414.0,103501.0,87,55.4,56.0,161.7,161.0,600.8,5.8,2866.7,1502423.5,6058.71627,38.90664227,-77.04393917
565,PM3500466,0116_0077,1200 Nineteenth Street Benchmarking,2017,In Compliance,1200 19TH ST NW,1200 NINETEENTH STREET LLC,2.0,WASHINGTON,DC,20036.0,1964,Office,Office,321408.0,354926.0,88,57.1,57.1,161.8,161.8,2077.1,5.9,8194.9,5068827.9,29856.27324,38.9061145,-77.04387105
566,PM1583325,0267_0042,PORTALS III-1201 Maryland Avenue,2017,In Compliance,1201 MARYLAND AVE SW,PARCEL 47D LLC,6.0,WASHINGTON,DC,20024.0,2006,Office,Office,806904.0,519213.0,89,51.6,51.6,161.9,161.9,2969.4,5.7,6446.2,7845377.4,,38.88488136,-77.02866683
568,PM3641737,0088_0058,NAS Bldg,2017,In Compliance,2101 CONSTITUTION AVE NW,NATIONAL ACADEMY OF SCIENCES,2.0,WASHINGTON,DC,20418.0,1924,Office,Office,109303.0,173970.0,72,51.7,50.5,162.3,158.5,1350.8,7.8,3563.0,2635057.6,,38.89296694,-77.04764489
570,PM1525528,0222_0027,50011 - 1425 New York Ave NW,2017,In Compliance,1415 NEW YORK AV NW,RPT 1425 NEW YORK AVE LLC,2.0,WASHINGTON,DC,20005.0,1991,Office,Office,158124.0,284845.0,91,51.8,51.8,162.5,162.5,1635.3,5.7,6647.6,4320532.5,,38.89972991,-77.03257855
571,PM25506,0699_0028,80 M Street SE,2017,In Compliance,80 M ST SE,WELLS REIT II 80 M STREET LLC,6.0,WASHINGTON,DC,20003.0,2001,Office,Office,384666.0,319955.0,92,54.7,55.3,162.6,163.3,1860.8,5.8,4056.9,4719809.1,14000.89099,38.876731400000004,-77.00629566
572,PM1257638,0217_0050,1425K,2017,In Compliance,1425 K ST NW,BGW LP,2.0,WASHINGTON,DC,20005.0,1969,Office,Office,231489.0,239478.0,85,51.9,51.9,163.0,163.0,1378.7,5.8,3534.1,3642530.3,,38.90291748,-77.03307377
573,PM1268752,0140_0092,1850 M St.,2017,In Compliance,1850 M ST NW,MANUFACTURERS LIFE INSURANCE,2.0,WASHINGTON,DC,20036.0,1985,Office,Office,302448.0,254980.0,90,51.9,53.0,163.0,166.5,1468.7,5.8,4380.8,3880229.4,,38.90536949,-77.04295035
574,PM1273027,0252_0060,The Colorado Building,2017,In Compliance,1341 G ST NW,COLDC 54 OWNER LLC,2.0,WASHINGTON,DC,20005.0,1903,Office,Office,187804.0,149720.0,77,52.1,52.1,163.5,163.5,864.6,5.8,2468.6,2284385.9,,38.89861501,-77.03140919
575,PM2722082,0674_0853,Sentinel Square I,2017,In Compliance,90 K ST NE,SENTINEL SQUARE 1 LLC,6.0,WASHINGTON,DC,20002.0,2009,Office,Office,450000.0,435400.0,86,52.1,52.1,163.5,163.5,2514.5,5.8,5181.8,6643452.3,,38.90288459,-77.00664418
576,PM1326900,0376_0828,0975 F Street NW (Carroll Square),2017,In Compliance,977 - 979 F ST NW,ST PATRICK'S CHURCH,2.0,WASHINGTON,DC,20004.0,2006,Office,Office,179929.0,187954.0,83,52.1,52.6,163.6,165.2,1086.6,5.8,4120.1,2870816.2,,38.89764136,-77.0250236
578,PM3529495,0429_0838,Portrait Building,2017,In Compliance,701 8TH ST NW,REGENCY PORTRAIT LLC,2.0,WASHINGTON,DC,20001.0,2005,Office,Office,111026.0,154799.0,81,52.1,52.1,163.7,163.7,895.0,5.8,2452.3,2364648.6,,38.89900852,-77.0226566
579,PM1257643,0160_0035,OFC Building,2017,In Compliance,1730 RHODE ISLAND AV NW,MAIZELS FAMILY LIMITED LIABILITY LIMITED PARTNERSHIP,2.0,WASHINGTON,DC,20036.0,1966,Office,Office,244818.0,182134.0,88,67.4,70.2,163.8,165.3,1121.7,6.2,4266.6,2376574.7,41411.573039999996,38.90594675,-77.03933797
581,PM3688013,0250_0857,1350 I Street NW,2017,In Compliance,1350 I ST NW,1350 EYE CO-TENANT LLC,2.0,WASHINGTON,DC,20005.0,1989,Office,Office,156951.0,399907.0,83,52.3,53.8,164.3,168.8,2321.3,5.8,5039.9,6132992.9,,38.9010354,-77.03129995
584,PM2706378,0287_0813,1212 New York Avenue NW,2017,In Compliance,1212 NEW YORK AV NW,JAGUAR PROPERTIES LLC,2.0,WASHINGTON,DC,20005.0,1987,Office,Office,155790.0,109335.0,83,52.5,54.0,164.8,169.6,636.5,5.8,679.3,1681741.4,,38.90014467,-77.02877488
585,PM3988101,0195_0848,Carnegie Institution of Washington,2017,In Compliance,1530 P ST NW,CARNEGIE INSTITUTION OF WASHINGTON,2.0,WASHINGTON,DC,20005.0,1909,Office,Office,51761.0,51761.0,55,65.0,67.7,164.9,166.1,317.1,6.1,218.3,701261.2,9726.123904,38.90942147,-77.0359486
588,PM3028867,0537_0811,Patriots Plaza I - 2061 (EPL),2017,In Compliance,410 4TH ST SW,RIGGS BANK NA TRUSTEE,6.0,WASHINGTON,DC,20472.0,2005,Office,Office,294130.0,294130.0,77,52.6,52.6,165.3,165.3,1717.9,5.8,3046.6,4538637.6,,38.88362046,-77.01715541
589,PM1470509,0140_0090,1111 19th St NW,2017,In Compliance,1111 19TH ST NW,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC,2.0,WASHINGTON,DC,20036.0,1979,Office,Office,270061.0,290398.6,91,52.7,53.4,165.5,167.8,1697.8,5.8,2314.5,4485558.0,,38.90441667,-77.04296027
594,PM1380124,0316_0035,1101 K Street,2017,In Compliance,1101 K ST NW,RG-1101 K LLC,2.0,WASHINGTON,DC,20005.0,2007,Office,Office,453141.0,313852.0,85,52.8,52.8,165.9,165.9,1839.0,5.9,5206.0,4858632.2,,38.90286804,-77.02741697
595,PM3470446,0465_0096,Constitution Center,2017,In Compliance,0400 7TH ST SW,CC OWNER LLC,6.0,WASHINGTON,DC,20024.0,1970,Office,Office,1336013.0,1582262.0,89,59.8,60.7,165.9,166.1,9539.4,6.0,21122.3,22870183.5,166268.3021,38.88468934,-77.02017537
596,PM2256994,1666_0804,5101 Wisconsin,2017,In Compliance,5101 WISCONSIN AV NW,GARRISON ASSOCIATES LLC,3.0,WASHINGTON,DC,20016.0,1976,Office,Office,102638.0,61855.0,80,52.9,52.9,166.0,166.0,362.8,5.9,290.5,958554.1,,38.95627793,-77.08299919
597,PM1495933,0376_0823,"901 F Street, NW",2017,In Compliance,0901 F ST NW,901 F LLC,2.0,WASHINGTON,DC,20004.0,2001,Office,Office,172152.0,118044.0,74,52.9,52.9,166.2,166.2,693.0,5.9,5353.4,1830825.8,,38.89756764,-77.02431223
599,PM1356732,0247_0092,1101 14th street,2017,In Compliance,1101 14TH ST NW,AZURE 14TH STREET CORPORATION,2.0,WASHINGTON,DC,20005.0,1981,Office,Office,155374.0,119963.0,83,53.1,53.2,166.3,166.4,705.3,5.9,5639.3,1859440.5,290.423154,38.90400249,-77.03159119
600,PM1257635,0316_0032,1100L,2017,In Compliance,1100 L ST NW,12TH & L STREET LTD PARTNERSHIP,2.0,WASHINGTON,DC,20005.0,1969,Office,Office,474396.0,345115.6,86,59.5,62.4,166.6,171.4,2085.1,6.0,4657.1,5039809.1,33418.87429,38.90355769,-77.02754935
601,PM3267016,0569_0080,500 First Street NW,2017,In Compliance,500 1ST ST NW,FP 500 FIRST STREET LLC,6.0,WASHINGTON,DC,20001.0,1966,Office,Office,160600.0,134435.0,90,69.9,75.3,166.6,173.1,846.1,6.3,1443.9,1758525.1,33698.93698,38.89639159,-77.01258109
602,PM3981395,1467_0882,"4910 Mass. Ave., NW",2017,In Compliance,4910 MASSACHUSETTS AVE NW,WC AND AN MILLER DEVELOPMENT COMPANY,3.0,WASHINGTON,DC,20016.0,1986,Office,Office,84263.0,84264.0,72,62.3,63.6,166.8,165.9,515.2,6.1,1760.8,1197729.0,11641.95976,38.94608065,-77.09779633
603,PM1180513,0287_0038,1200 New York Avenue NW (AAAS),2017,In Compliance,1200 NEW YORK AVE NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2.0,WASHINGTON,DC,20005.0,1995,Office,Office,263000.0,231089.0,83,61.1,63.2,167.1,168.4,1407.8,6.1,2881.0,3334407.9,27432.98553,38.90022132,-77.02844738
609,PM1257640,0161_0037,Bender Building,2017,In Compliance,1120 CONNECTICUT AV NW,JACK I BENDER & SONS,2.0,WASHINGTON,DC,20036.0,1959,Office,Office,403277.0,369441.4,83,58.9,61.0,167.7,170.7,2295.6,6.2,6019.1,5499791.5,4212.663508,38.90416531,-77.04098393
610,PM2058465,0672_0856,125310 - Capitol Plaza I,2017,In Compliance,1200 1ST ST NE,VEF-VN CAPITOL PLAZA I LLC,6.0,WASHINGTON,DC,20002.0,2006,Office,Office,299722.0,293884.0,91,53.8,55.7,167.7,172.5,1743.5,5.9,6940.3,4532346.4,1533.201635,38.906095,-77.00635797
